pref_code,pref_name,muni_code,muni_name,party_name,votes,valid_votes
19,山梨県,19201,甲府市,れいわ新選組,2625,84167
19,山梨県,19201,甲府市,中道改革連合,19738,84167
19,山梨県,19201,甲府市,日本維新の会,3503,84167
19,山梨県,19201,甲府市,参政党,6090,84167
19,山梨県,19201,甲府市,国民民主党,6876,84167
19,山梨県,19201,甲府市,日本保守党,1798,84167
19,山梨県,19201,甲府市,チームみらい,5619,84167
19,山梨県,19201,甲府市,社会民主党,1073,84167
19,山梨県,19201,甲府市,自由民主党,32163,84167
19,山梨県,19201,甲府市,日本共産党,3609,84167
19,山梨県,19201,甲府市,減税日本・ゆうこく連合,1073,84167
19,山梨県,19202,富士吉田市,れいわ新選組,666,21008
19,山梨県,19202,富士吉田市,中道改革連合,3211,21008
19,山梨県,19202,富士吉田市,日本維新の会,1066,21008
19,山梨県,19202,富士吉田市,参政党,1798,21008
19,山梨県,19202,富士吉田市,国民民主党,1685,21008
19,山梨県,19202,富士吉田市,日本保守党,398,21008
19,山梨県,19202,富士吉田市,チームみらい,1155,21008
19,山梨県,19202,富士吉田市,社会民主党,140,21008
19,山梨県,19202,富士吉田市,自由民主党,10145,21008
19,山梨県,19202,富士吉田市,日本共産党,495,21008
19,山梨県,19202,富士吉田市,減税日本・ゆうこく連合,249,21008
19,山梨県,19204,都留市,れいわ新選組,431,13154
19,山梨県,19204,都留市,中道改革連合,2597,13154
19,山梨県,19204,都留市,日本維新の会,574,13154
19,山梨県,19204,都留市,参政党,1082,13154
19,山梨県,19204,都留市,国民民主党,1155,13154
19,山梨県,19204,都留市,日本保守党,241,13154
19,山梨県,19204,都留市,チームみらい,660,13154
19,山梨県,19204,都留市,社会民主党,122,13154
19,山梨県,19204,都留市,自由民主党,5645,13154
19,山梨県,19204,都留市,日本共産党,499,13154
19,山梨県,19204,都留市,減税日本・ゆうこく連合,148,13154
19,山梨県,19205,山梨市,れいわ新選組,544,15697
19,山梨県,19205,山梨市,中道改革連合,3553,15697
19,山梨県,19205,山梨市,日本維新の会,683,15697
19,山梨県,19205,山梨市,参政党,1156,15697
19,山梨県,19205,山梨市,国民民主党,1258,15697
19,山梨県,19205,山梨市,日本保守党,248,15697
19,山梨県,19205,山梨市,チームみらい,890,15697
19,山梨県,19205,山梨市,社会民主党,195,15697
19,山梨県,19205,山梨市,自由民主党,6377,15697
19,山梨県,19205,山梨市,日本共産党,613,15697
19,山梨県,19205,山梨市,減税日本・ゆうこく連合,180,15697
19,山梨県,19206,大月市,れいわ新選組,348,10934
19,山梨県,19206,大月市,中道改革連合,2598,10934
19,山梨県,19206,大月市,日本維新の会,423,10934
19,山梨県,19206,大月市,参政党,606,10934
19,山梨県,19206,大月市,国民民主党,798,10934
19,山梨県,19206,大月市,日本保守党,174,10934
19,山梨県,19206,大月市,チームみらい,554,10934
19,山梨県,19206,大月市,社会民主党,134,10934
19,山梨県,19206,大月市,自由民主党,4638,10934
19,山梨県,19206,大月市,日本共産党,536,10934
19,山梨県,19206,大月市,減税日本・ゆうこく連合,125,10934
19,山梨県,19207,韮崎市,れいわ新選組,465,14401
19,山梨県,19207,韮崎市,中道改革連合,3659,14401
19,山梨県,19207,韮崎市,日本維新の会,523,14401
19,山梨県,19207,韮崎市,参政党,938,14401
19,山梨県,19207,韮崎市,国民民主党,1109,14401
19,山梨県,19207,韮崎市,日本保守党,215,14401
19,山梨県,19207,韮崎市,チームみらい,735,14401
19,山梨県,19207,韮崎市,社会民主党,139,14401
19,山梨県,19207,韮崎市,自由民主党,5858,14401
19,山梨県,19207,韮崎市,日本共産党,595,14401
19,山梨県,19207,韮崎市,減税日本・ゆうこく連合,165,14401
19,山梨県,19208,南アルプス市,れいわ新選組,1216,34760
19,山梨県,19208,南アルプス市,中道改革連合,8210,34760
19,山梨県,19208,南アルプス市,日本維新の会,1337,34760
19,山梨県,19208,南アルプス市,参政党,2714,34760
19,山梨県,19208,南アルプス市,国民民主党,2523,34760
19,山梨県,19208,南アルプス市,日本保守党,594,34760
19,山梨県,19208,南アルプス市,チームみらい,1909,34760
19,山梨県,19208,南アルプス市,社会民主党,279,34760
19,山梨県,19208,南アルプス市,自由民主党,13845,34760
19,山梨県,19208,南アルプス市,日本共産党,1671,34760
19,山梨県,19208,南アルプス市,減税日本・ゆうこく連合,462,34760
19,山梨県,19209,北杜市,れいわ新選組,1146,26104
19,山梨県,19209,北杜市,中道改革連合,7125,26104
19,山梨県,19209,北杜市,日本維新の会,929,26104
19,山梨県,19209,北杜市,参政党,1692,26104
19,山梨県,19209,北杜市,国民民主党,1602,26104
19,山梨県,19209,北杜市,日本保守党,456,26104
19,山梨県,19209,北杜市,チームみらい,1592,26104
19,山梨県,19209,北杜市,社会民主党,366,26104
19,山梨県,19209,北杜市,自由民主党,9004,26104
19,山梨県,19209,北杜市,日本共産党,1544,26104
19,山梨県,19209,北杜市,減税日本・ゆうこく連合,648,26104
19,山梨県,19210,甲斐市,れいわ新選組,1208,35712
19,山梨県,19210,甲斐市,中道改革連合,8090,35712
19,山梨県,19210,甲斐市,日本維新の会,1626,35712
19,山梨県,19210,甲斐市,参政党,2915,35712
19,山梨県,19210,甲斐市,国民民主党,3091,35712
19,山梨県,19210,甲斐市,日本保守党,685,35712
19,山梨県,19210,甲斐市,チームみらい,2304,35712
19,山梨県,19210,甲斐市,社会民主党,311,35712
19,山梨県,19210,甲斐市,自由民主党,13859,35712
19,山梨県,19210,甲斐市,日本共産党,1154,35712
19,山梨県,19210,甲斐市,減税日本・ゆうこく連合,469,35712
19,山梨県,19211,笛吹市,れいわ新選組,1012,28981
19,山梨県,19211,笛吹市,中道改革連合,5956,28981
19,山梨県,19211,笛吹市,日本維新の会,1346,28981
19,山梨県,19211,笛吹市,参政党,2493,28981
19,山梨県,19211,笛吹市,国民民主党,2513,28981
19,山梨県,19211,笛吹市,日本保守党,590,28981
19,山梨県,19211,笛吹市,チームみらい,1716,28981
19,山梨県,19211,笛吹市,社会民主党,342,28981
19,山梨県,19211,笛吹市,自由民主党,11445,28981
19,山梨県,19211,笛吹市,日本共産党,1174,28981
19,山梨県,19211,笛吹市,減税日本・ゆうこく連合,394,28981
19,山梨県,19212,上野原市,れいわ新選組,346,10941
19,山梨県,19212,上野原市,中道改革連合,2053,10941
19,山梨県,19212,上野原市,日本維新の会,463,10941
19,山梨県,19212,上野原市,参政党,694,10941
19,山梨県,19212,上野原市,国民民主党,902,10941
19,山梨県,19212,上野原市,日本保守党,206,10941
19,山梨県,19212,上野原市,チームみらい,616,10941
19,山梨県,19212,上野原市,社会民主党,120,10941
19,山梨県,19212,上野原市,自由民主党,4946,10941
19,山梨県,19212,上野原市,日本共産党,476,10941
19,山梨県,19212,上野原市,減税日本・ゆうこく連合,119,10941
19,山梨県,19213,甲州市,れいわ新選組,507,14202
19,山梨県,19213,甲州市,中道改革連合,3144,14202
19,山梨県,19213,甲州市,日本維新の会,621,14202
19,山梨県,19213,甲州市,参政党,1022,14202
19,山梨県,19213,甲州市,国民民主党,1163,14202
19,山梨県,19213,甲州市,日本保守党,242,14202
19,山梨県,19213,甲州市,チームみらい,808,14202
19,山梨県,19213,甲州市,社会民主党,166,14202
19,山梨県,19213,甲州市,自由民主党,5814,14202
19,山梨県,19213,甲州市,日本共産党,538,14202
19,山梨県,19213,甲州市,減税日本・ゆうこく連合,177,14202
19,山梨県,19214,中央市,れいわ新選組,447,14529
19,山梨県,19214,中央市,中道改革連合,3453,14529
19,山梨県,19214,中央市,日本維新の会,645,14529
19,山梨県,19214,中央市,参政党,1133,14529
19,山梨県,19214,中央市,国民民主党,1167,14529
19,山梨県,19214,中央市,日本保守党,254,14529
19,山梨県,19214,中央市,チームみらい,888,14529
19,山梨県,19214,中央市,社会民主党,129,14529
19,山梨県,19214,中央市,自由民主党,5842,14529
19,山梨県,19214,中央市,日本共産党,407,14529
19,山梨県,19214,中央市,減税日本・ゆうこく連合,164,14529
19,山梨県,19346,市川三郷町,れいわ新選組,243,7766
19,山梨県,19346,市川三郷町,中道改革連合,2133,7766
19,山梨県,19346,市川三郷町,日本維新の会,214,7766
19,山梨県,19346,市川三郷町,参政党,487,7766
19,山梨県,19346,市川三郷町,国民民主党,481,7766
19,山梨県,19346,市川三郷町,日本保守党,121,7766
19,山梨県,19346,市川三郷町,チームみらい,395,7766
19,山梨県,19346,市川三郷町,社会民主党,88,7766
19,山梨県,19346,市川三郷町,自由民主党,3208,7766
19,山梨県,19346,市川三郷町,日本共産党,301,7766
19,山梨県,19346,市川三郷町,減税日本・ゆうこく連合,95,7766
19,山梨県,19364,早川町,れいわ新選組,11,518
19,山梨県,19364,早川町,中道改革連合,133,518
19,山梨県,19364,早川町,日本維新の会,9,518
19,山梨県,19364,早川町,参政党,29,518
19,山梨県,19364,早川町,国民民主党,30,518
19,山梨県,19364,早川町,日本保守党,3,518
19,山梨県,19364,早川町,チームみらい,21,518
19,山梨県,19364,早川町,社会民主党,3,518
19,山梨県,19364,早川町,自由民主党,267,518
19,山梨県,19364,早川町,日本共産党,7,518
19,山梨県,19364,早川町,減税日本・ゆうこく連合,5,518
19,山梨県,19365,身延町,れいわ新選組,128,5552
19,山梨県,19365,身延町,中道改革連合,1343,5552
19,山梨県,19365,身延町,日本維新の会,142,5552
19,山梨県,19365,身延町,参政党,279,5552
19,山梨県,19365,身延町,国民民主党,313,5552
19,山梨県,19365,身延町,日本保守党,78,5552
19,山梨県,19365,身延町,チームみらい,205,5552
19,山梨県,19365,身延町,社会民主党,63,5552
19,山梨県,19365,身延町,自由民主党,2780,5552
19,山梨県,19365,身延町,日本共産党,160,5552
19,山梨県,19365,身延町,減税日本・ゆうこく連合,61,5552
19,山梨県,19366,南部町,れいわ新選組,108,4069
19,山梨県,19366,南部町,中道改革連合,887,4069
19,山梨県,19366,南部町,日本維新の会,122,4069
19,山梨県,19366,南部町,参政党,254,4069
19,山梨県,19366,南部町,国民民主党,279,4069
19,山梨県,19366,南部町,日本保守党,55,4069
19,山梨県,19366,南部町,チームみらい,162,4069
19,山梨県,19366,南部町,社会民主党,38,4069
19,山梨県,19366,南部町,自由民主党,2044,4069
19,山梨県,19366,南部町,日本共産党,84,4069
19,山梨県,19366,南部町,減税日本・ゆうこく連合,36,4069
19,山梨県,19368,富士川町,れいわ新選組,218,7359
19,山梨県,19368,富士川町,中道改革連合,2015,7359
19,山梨県,19368,富士川町,日本維新の会,254,7359
19,山梨県,19368,富士川町,参政党,500,7359
19,山梨県,19368,富士川町,国民民主党,498,7359
19,山梨県,19368,富士川町,日本保守党,127,7359
19,山梨県,19368,富士川町,チームみらい,389,7359
19,山梨県,19368,富士川町,社会民主党,61,7359
19,山梨県,19368,富士川町,自由民主党,2975,7359
19,山梨県,19368,富士川町,日本共産党,234,7359
19,山梨県,19368,富士川町,減税日本・ゆうこく連合,88,7359
19,山梨県,19384,昭和町,れいわ新選組,320,9853
19,山梨県,19384,昭和町,中道改革連合,1935,9853
19,山梨県,19384,昭和町,日本維新の会,417,9853
19,山梨県,19384,昭和町,参政党,820,9853
19,山梨県,19384,昭和町,国民民主党,960,9853
19,山梨県,19384,昭和町,日本保守党,263,9853
19,山梨県,19384,昭和町,チームみらい,690,9853
19,山梨県,19384,昭和町,社会民主党,84,9853
19,山梨県,19384,昭和町,自由民主党,3909,9853
19,山梨県,19384,昭和町,日本共産党,319,9853
19,山梨県,19384,昭和町,減税日本・ゆうこく連合,136,9853
19,山梨県,19422,道志村,れいわ新選組,24,910
19,山梨県,19422,道志村,中道改革連合,174,910
19,山梨県,19422,道志村,日本維新の会,42,910
19,山梨県,19422,道志村,参政党,61,910
19,山梨県,19422,道志村,国民民主党,67,910
19,山梨県,19422,道志村,日本保守党,21,910
19,山梨県,19422,道志村,チームみらい,41,910
19,山梨県,19422,道志村,社会民主党,7,910
19,山梨県,19422,道志村,自由民主党,441,910
19,山梨県,19422,道志村,日本共産党,24,910
19,山梨県,19422,道志村,減税日本・ゆうこく連合,8,910
19,山梨県,19423,西桂町,れいわ新選組,68,2052
19,山梨県,19423,西桂町,中道改革連合,363,2052
19,山梨県,19423,西桂町,日本維新の会,65,2052
19,山梨県,19423,西桂町,参政党,158,2052
19,山梨県,19423,西桂町,国民民主党,155,2052
19,山梨県,19423,西桂町,日本保守党,39,2052
19,山梨県,19423,西桂町,チームみらい,107,2052
19,山梨県,19423,西桂町,社会民主党,11,2052
19,山梨県,19423,西桂町,自由民主党,1010,2052
19,山梨県,19423,西桂町,日本共産党,53,2052
19,山梨県,19423,西桂町,減税日本・ゆうこく連合,23,2052
19,山梨県,19424,忍野村,れいわ新選組,104,4312
19,山梨県,19424,忍野村,中道改革連合,506,4312
19,山梨県,19424,忍野村,日本維新の会,210,4312
19,山梨県,19424,忍野村,参政党,328,4312
19,山梨県,19424,忍野村,国民民主党,447,4312
19,山梨県,19424,忍野村,日本保守党,121,4312
19,山梨県,19424,忍野村,チームみらい,323,4312
19,山梨県,19424,忍野村,社会民主党,31,4312
19,山梨県,19424,忍野村,自由民主党,2102,4312
19,山梨県,19424,忍野村,日本共産党,91,4312
19,山梨県,19424,忍野村,減税日本・ゆうこく連合,49,4312
19,山梨県,19425,山中湖村,れいわ新選組,104,2861
19,山梨県,19425,山中湖村,中道改革連合,417,2861
19,山梨県,19425,山中湖村,日本維新の会,122,2861
19,山梨県,19425,山中湖村,参政党,238,2861
19,山梨県,19425,山中湖村,国民民主党,194,2861
19,山梨県,19425,山中湖村,日本保守党,80,2861
19,山梨県,19425,山中湖村,チームみらい,163,2861
19,山梨県,19425,山中湖村,社会民主党,16,2861
