pref_code,pref_name,muni_code,muni_name,party_name,votes
29,奈良県,29362,三宅町,社会民主党,24
29,奈良県,29362,三宅町,日本共産党,104
29,奈良県,29362,三宅町,参政党,176
29,奈良県,29362,三宅町,れいわ新選組,106
29,奈良県,29362,三宅町,中道改革連合,379
29,奈良県,29362,三宅町,チームみらい,150
29,奈良県,29362,三宅町,国民民主党,293
29,奈良県,29362,三宅町,自由民主党,1591
29,奈良県,29362,三宅町,日本保守党,61
29,奈良県,29362,三宅町,日本維新の会,445
29,奈良県,29362,三宅町,減税日本・ゆうこく連合,24
29,奈良県,29343,三郷町,社会民主党,135
29,奈良県,29343,三郷町,日本共産党,729
29,奈良県,29343,三郷町,参政党,675
29,奈良県,29343,三郷町,れいわ新選組,250
29,奈良県,29343,三郷町,中道改革連合,1248
29,奈良県,29343,三郷町,チームみらい,573
29,奈良県,29343,三郷町,国民民主党,944
29,奈良県,29343,三郷町,自由民主党,4627
29,奈良県,29343,三郷町,日本保守党,294
29,奈良県,29343,三郷町,日本維新の会,2077
29,奈良県,29343,三郷町,減税日本・ゆうこく連合,109
29,奈良県,29451,上北山村,社会民主党,3
29,奈良県,29451,上北山村,日本共産党,1
29,奈良県,29451,上北山村,参政党,17
29,奈良県,29451,上北山村,れいわ新選組,3
29,奈良県,29451,上北山村,中道改革連合,33
29,奈良県,29451,上北山村,チームみらい,6
29,奈良県,29451,上北山村,国民民主党,17
29,奈良県,29451,上北山村,自由民主党,163
29,奈良県,29451,上北山村,日本保守党,2
29,奈良県,29451,上北山村,日本維新の会,41
29,奈良県,29451,上北山村,減税日本・ゆうこく連合,0
29,奈良県,29424,上牧町,社会民主党,99
29,奈良県,29424,上牧町,日本共産党,484
29,奈良県,29424,上牧町,参政党,607
29,奈良県,29424,上牧町,れいわ新選組,221
29,奈良県,29424,上牧町,中道改革連合,1669
29,奈良県,29424,上牧町,チームみらい,514
29,奈良県,29424,上牧町,国民民主党,816
29,奈良県,29424,上牧町,自由民主党,4364
29,奈良県,29424,上牧町,日本保守党,230
29,奈良県,29424,上牧町,日本維新の会,1984
29,奈良県,29424,上牧町,減税日本・ゆうこく連合,104
29,奈良県,29450,下北山村,社会民主党,8
29,奈良県,29450,下北山村,日本共産党,10
29,奈良県,29450,下北山村,参政党,28
29,奈良県,29450,下北山村,れいわ新選組,8
29,奈良県,29450,下北山村,中道改革連合,81
29,奈良県,29450,下北山村,チームみらい,11
29,奈良県,29450,下北山村,国民民主党,42
29,奈良県,29450,下北山村,自由民主党,288
29,奈良県,29450,下北山村,日本保守党,7
29,奈良県,29450,下北山村,日本維新の会,85
29,奈良県,29450,下北山村,減税日本・ゆうこく連合,4
29,奈良県,29443,下市町,社会民主党,22
29,奈良県,29443,下市町,日本共産党,86
29,奈良県,29443,下市町,参政党,83
29,奈良県,29443,下市町,れいわ新選組,56
29,奈良県,29443,下市町,中道改革連合,295
29,奈良県,29443,下市町,チームみらい,68
29,奈良県,29443,下市町,国民民主党,159
29,奈良県,29443,下市町,自由民主党,1429
29,奈良県,29443,下市町,日本保守党,45
29,奈良県,29443,下市町,日本維新の会,328
29,奈良県,29443,下市町,減税日本・ゆうこく連合,20
29,奈良県,29207,五條市,社会民主党,90
29,奈良県,29207,五條市,日本共産党,399
29,奈良県,29207,五條市,参政党,628
29,奈良県,29207,五條市,れいわ新選組,309
29,奈良県,29207,五條市,中道改革連合,1766
29,奈良県,29207,五條市,チームみらい,428
29,奈良県,29207,五條市,国民民主党,852
29,奈良県,29207,五條市,自由民主党,7267
29,奈良県,29207,五條市,日本保守党,222
29,奈良県,29207,五條市,日本維新の会,1589
29,奈良県,29207,五條市,減税日本・ゆうこく連合,94
29,奈良県,29449,十津川村,社会民主党,12
29,奈良県,29449,十津川村,日本共産党,55
29,奈良県,29449,十津川村,参政党,72
29,奈良県,29449,十津川村,れいわ新選組,44
29,奈良県,29449,十津川村,中道改革連合,250
29,奈良県,29449,十津川村,チームみらい,51
29,奈良県,29449,十津川村,国民民主党,95
29,奈良県,29449,十津川村,自由民主党,1002
29,奈良県,29449,十津川村,日本保守党,22
29,奈良県,29449,十津川村,日本維新の会,135
29,奈良県,29449,十津川村,減税日本・ゆうこく連合,13
29,奈良県,29441,吉野町,社会民主党,18
29,奈良県,29441,吉野町,日本共産党,91
29,奈良県,29441,吉野町,参政党,123
29,奈良県,29441,吉野町,れいわ新選組,59
29,奈良県,29441,吉野町,中道改革連合,403
29,奈良県,29441,吉野町,チームみらい,88
29,奈良県,29441,吉野町,国民民主党,202
29,奈良県,29441,吉野町,自由民主党,1880
29,奈良県,29441,吉野町,日本保守党,52
29,奈良県,29441,吉野町,日本維新の会,509
29,奈良県,29441,吉野町,減税日本・ゆうこく連合,26
29,奈良県,29203,大和郡山市,社会民主党,366
29,奈良県,29203,大和郡山市,日本共産党,1894
29,奈良県,29203,大和郡山市,参政党,2189
29,奈良県,29203,大和郡山市,れいわ新選組,914
29,奈良県,29203,大和郡山市,中道改革連合,5211
29,奈良県,29203,大和郡山市,チームみらい,2001
29,奈良県,29203,大和郡山市,国民民主党,3885
29,奈良県,29203,大和郡山市,自由民主党,17720
29,奈良県,29203,大和郡山市,日本保守党,922
29,奈良県,29203,大和郡山市,日本維新の会,6809
29,奈良県,29203,大和郡山市,減税日本・ゆうこく連合,420
29,奈良県,29202,大和高田市,社会民主党,198
29,奈良県,29202,大和高田市,日本共産党,1752
29,奈良県,29202,大和高田市,参政党,1575
29,奈良県,29202,大和高田市,れいわ新選組,619
29,奈良県,29202,大和高田市,中道改革連合,3819
29,奈良県,29202,大和高田市,チームみらい,1237
29,奈良県,29202,大和高田市,国民民主党,2020
29,奈良県,29202,大和高田市,自由民主党,12972
29,奈良県,29202,大和高田市,日本保守党,719
29,奈良県,29202,大和高田市,日本維新の会,4703
29,奈良県,29202,大和高田市,減税日本・ゆうこく連合,296
29,奈良県,29442,大淀町,社会民主党,56
29,奈良県,29442,大淀町,日本共産党,311
29,奈良県,29442,大淀町,参政党,426
29,奈良県,29442,大淀町,れいわ新選組,170
29,奈良県,29442,大淀町,中道改革連合,1233
29,奈良県,29442,大淀町,チームみらい,264
29,奈良県,29442,大淀町,国民民主党,459
29,奈良県,29442,大淀町,自由民主党,3920
29,奈良県,29442,大淀町,日本保守党,165
29,奈良県,29442,大淀町,日本維新の会,1300
29,奈良県,29442,大淀町,減税日本・ゆうこく連合,74
29,奈良県,29446,天川村,社会民主党,3
29,奈良県,29446,天川村,日本共産党,12
29,奈良県,29446,天川村,参政党,37
29,奈良県,29446,天川村,れいわ新選組,18
29,奈良県,29446,天川村,中道改革連合,39
29,奈良県,29446,天川村,チームみらい,23
29,奈良県,29446,天川村,国民民主党,35
29,奈良県,29446,天川村,自由民主党,449
29,奈良県,29446,天川村,日本保守党,8
29,奈良県,29446,天川村,日本維新の会,86
29,奈良県,29446,天川村,減税日本・ゆうこく連合,9
29,奈良県,29204,天理市,社会民主党,230
29,奈良県,29204,天理市,日本共産党,867
29,奈良県,29204,天理市,参政党,1852
29,奈良県,29204,天理市,れいわ新選組,730
29,奈良県,29204,天理市,中道改革連合,2599
29,奈良県,29204,天理市,チームみらい,1232
29,奈良県,29204,天理市,国民民主党,2433
29,奈良県,29204,天理市,自由民主党,13874
29,奈良県,29204,天理市,日本保守党,653
29,奈良県,29204,天理市,日本維新の会,4085
29,奈良県,29204,天理市,減税日本・ゆうこく連合,339
29,奈良県,29201,奈良市,社会民主党,1568
29,奈良県,29201,奈良市,日本共産党,8926
29,奈良県,29201,奈良市,参政党,8695
29,奈良県,29201,奈良市,れいわ新選組,3785
29,奈良県,29201,奈良市,中道改革連合,26890
29,奈良県,29201,奈良市,チームみらい,10977
29,奈良県,29201,奈良市,国民民主党,15443
29,奈良県,29201,奈良市,自由民主党,76611
29,奈良県,29201,奈良市,日本保守党,4406
29,奈良県,29201,奈良市,日本維新の会,25218
29,奈良県,29201,奈良市,減税日本・ゆうこく連合,1921
29,奈良県,29212,宇陀市,社会民主党,195
29,奈良県,29212,宇陀市,日本共産党,445
29,奈良県,29212,宇陀市,参政党,617
29,奈良県,29212,宇陀市,れいわ新選組,292
29,奈良県,29212,宇陀市,中道改革連合,1936
29,奈良県,29212,宇陀市,チームみらい,428
29,奈良県,29212,宇陀市,国民民主党,791
29,奈良県,29212,宇陀市,自由民主党,7336
29,奈良県,29212,宇陀市,日本保守党,229
29,奈良県,29212,宇陀市,日本維新の会,1885
29,奈良県,29212,宇陀市,減税日本・ゆうこく連合,139
29,奈良県,29345,安堵町,社会民主党,23
29,奈良県,29345,安堵町,日本共産党,150
29,奈良県,29345,安堵町,参政党,189
29,奈良県,29345,安堵町,れいわ新選組,97
29,奈良県,29345,安堵町,中道改革連合,387
29,奈良県,29345,安堵町,チームみらい,127
29,奈良県,29345,安堵町,国民民主党,226
29,奈良県,29345,安堵町,自由民主党,1612
29,奈良県,29345,安堵町,日本保守党,85
29,奈良県,29345,安堵町,日本維新の会,536
29,奈良県,29345,安堵町,減税日本・ゆうこく連合,35
29,奈良県,29322,山添村,社会民主党,11
29,奈良県,29322,山添村,日本共産党,78
29,奈良県,29322,山添村,参政党,54
29,奈良県,29322,山添村,れいわ新選組,24
29,奈良県,29322,山添村,中道改革連合,168
29,奈良県,29322,山添村,チームみらい,31
29,奈良県,29322,山添村,国民民主党,107
29,奈良県,29322,山添村,自由民主党,1396
29,奈良県,29322,山添村,日本保守党,19
29,奈良県,29322,山添村,日本維新の会,124
29,奈良県,29322,山添村,減税日本・ゆうこく連合,11
29,奈良県,29452,川上村,社会民主党,8
29,奈良県,29452,川上村,日本共産党,27
29,奈良県,29452,川上村,参政党,23
29,奈良県,29452,川上村,れいわ新選組,13
29,奈良県,29452,川上村,中道改革連合,101
29,奈良県,29452,川上村,チームみらい,14
29,奈良県,29452,川上村,国民民主党,38
29,奈良県,29452,川上村,自由民主党,397
29,奈良県,29452,川上村,日本保守党,17
