pref_code,pref_name,muni_code,muni_name,party_name,votes
42,長崎県,42201,長崎市,れいわ新選組,4703
42,長崎県,42201,長崎市,日本保守党,3325
42,長崎県,42201,長崎市,自由民主党,65428
42,長崎県,42201,長崎市,中道改革連合,32946
42,長崎県,42201,長崎市,減税日本・ゆうこく連合,2344
42,長崎県,42201,長崎市,チームみらい,9947
42,長崎県,42201,長崎市,社会民主党,3137
42,長崎県,42201,長崎市,日本維新の会,11705
42,長崎県,42201,長崎市,参政党,11556
42,長崎県,42201,長崎市,国民民主党,29040
42,長崎県,42201,長崎市,日本共産党,6532
42,長崎県,42202,佐世保市,れいわ新選組,3028
42,長崎県,42202,佐世保市,日本保守党,2050
42,長崎県,42202,佐世保市,自由民主党,43939
42,長崎県,42202,佐世保市,中道改革連合,18008
42,長崎県,42202,佐世保市,減税日本・ゆうこく連合,1630
42,長崎県,42202,佐世保市,チームみらい,5037
42,長崎県,42202,佐世保市,社会民主党,2246
42,長崎県,42202,佐世保市,日本維新の会,6120
42,長崎県,42202,佐世保市,参政党,7324
42,長崎県,42202,佐世保市,国民民主党,8345
42,長崎県,42202,佐世保市,日本共産党,2040
42,長崎県,42203,島原市,れいわ新選組,521
42,長崎県,42203,島原市,日本保守党,309
42,長崎県,42203,島原市,自由民主党,9935
42,長崎県,42203,島原市,中道改革連合,3602
42,長崎県,42203,島原市,減税日本・ゆうこく連合,216
42,長崎県,42203,島原市,チームみらい,821
42,長崎県,42203,島原市,社会民主党,317
42,長崎県,42203,島原市,日本維新の会,916
42,長崎県,42203,島原市,参政党,1311
42,長崎県,42203,島原市,国民民主党,1342
42,長崎県,42203,島原市,日本共産党,486
42,長崎県,42204,諫早市,れいわ新選組,1870
42,長崎県,42204,諫早市,日本保守党,1141
42,長崎県,42204,諫早市,自由民主党,25651
42,長崎県,42204,諫早市,中道改革連合,12008
42,長崎県,42204,諫早市,減税日本・ゆうこく連合,981
42,長崎県,42204,諫早市,チームみらい,3157
42,長崎県,42204,諫早市,社会民主党,1005
42,長崎県,42204,諫早市,日本維新の会,3757
42,長崎県,42204,諫早市,参政党,4563
42,長崎県,42204,諫早市,国民民主党,5765
42,長崎県,42204,諫早市,日本共産党,1858
42,長崎県,42205,大村市,れいわ新選組,1479
42,長崎県,42205,大村市,日本保守党,938
42,長崎県,42205,大村市,自由民主党,19340
42,長崎県,42205,大村市,中道改革連合,8225
